,Company,Description,Position,Source,skills,Loc_city,Loc_state
171,Sumeru,"One of our Big4 Client in California area is looking to hire an experienced Data Analyst with P&C (Property and Casualty) Insurance background.  This is a Contract to Hire role for 6 months initially to start.If interested please apply with your updated resume at apoorv.dubey@sumerusolutions.com.Job Description: Job Title:Data Analyst           Location:Los Angeles, CA          Duration:6 Months (Contract to Hire)  Travel: 80% (Friday Remote)Rate: Hourly + ExpensesRoles and responsibilities:Heavy P&C Insurance Industry backgroundIdeally will have Guidewire and Policy specific experience, but not a mandate. It will be a plus.Attend client meetings which includes program status reports, one off requests, mapping/modeling sessions as required, escalationKeep management informed/awareMaintain defined scopeManage and maneuver multiple work streams with interdependencies, but struggle with open lines of communicationsExperience with Data Mapping.",Data Analyst,dice.com,Property and Casualty Insurance experience / Data Analytics,Los Angeles, CA
175,SMCI,"Job Description: We are looking for a release manager who can build and and deploy software applications in a .NET environment.Required Skills: SQL, .NET. Don't hesitate! Submit your resume today. SMCI is an EEO employer. All qualified applicants will receive consideration without regard to race, color, religion, sex, pregnancy, national origin, disability, age, genetic information, veteran status, sexual orientation and identity, AIDS/HIV, medical condition, political activities or affiliations, or status as a victim of domestic violence, assault, or stalking. (No third parties, please)(H1 sponsorship currently unavailable)(Local candidates only, please)","Developer - .NET, build, release, deployment, SQL",dice.com,".NET, build, release, deployment, SQL",Los Angeles, CA
176,SMCI,"Job Description: Are you looking for a progressive new team that is working with cutting edge technologies in a stable and fun work culture? We are looking for a Sr. Developer for our client for a long term contracting opportunity. Located right off the freeway in Phoenix, this client offers an easy access, State of the Art building and a great work environment! If you are a Sr. Front End Developer looking for a great opportunity... apply today! Excellent written, verbal, and listening communication skills.5 years professional programming experience. This programming experience should include:A proven and verifiable history of analyzing business situations and working within a group environment to provide efficient and effective software solutions. The potential candidate will have participated in all aspects of developing component software solutions: design, functional and technical requirements, coding, debugging, testing, release, and operational support. A proven history for working within a group to develop and maintain multi-tier, high-volume online transaction processing applications. Required Background with : Angular.js ( required) Bootstrap ( desired)Node.jsExpressJavaScript (required) Front End Development (required) Ideal candidate will have Java development background ( not required)Required Skills: JAVASCRIPT; ANGULAR; BOOTSTRAP; NODE.JS; EXPRESS. Don't hesitate! Submit your resume today. SMCI is an EEO employer. All qualified applicants will receive consideration without regard to race, color, religion, sex, pregnancy, national origin, disability, age, genetic information, veteran status, sexual orientation and identity, AIDS/HIV, medical condition, political activities or affiliations, or status as a victim of domestic violence, assault, or stalking. (No third parties, please)(H1 sponsorship currently unavailable)(Local candidates only, please)","Developer - AngularJS,Angular, Bootstrap, Node.js, Express, JavaScript,",dice.com,"AngularJS,Angular, Bootstrap, Node.js, Express, JavaScript,",Phoenix, AZ
208,The Armada Group,"Exciting opportunity for an experienced medium to large scale production environment focused MySQL DBA to join one of the Silicon Valley's fastest growing companies development the next generation payments platform. The devices and platform form the backbone of millions of payment interactions between merchants and their customers daily, and the operations team works around the clock to ensure the systems remain operational, safe and secure. This MySQL DBA role will be a combination of scaling and sharding the existing databases, keep the databases running, and help engineer solutions around its strengths and weaknesses. There will be significant interface with the engineering team regarding production infrastructure, as well as consulting on and approve production schema changes. Key responsibilities include but are not limited to:* Monitor database reliability, availability, and performance* Improve MTTR via various strategies including backups, standbys, delayed slaves, etc.* Work with engineering on schema and query design to optimize performance* Oversee automated monitoring of production queries to feed back into application query improvements* Perform and/or automate regular DB operations like: data archiving/pruning, schema operations, schema statistics updates* Maintain, expand and interpret DB statistics monitoring* Be on call, either as first level, or last resort for data-related issues; as requiredBackground / Experience Requirement:* 5+ years of experience in production operations. Small company/startup strongly preferred* Extremely strong MySQL skills; experience in application-driven sharding is a plus* Strong Linux knowledge and some intermediate (or better) systems admin experience* Experience with larger OLTP MySQL installations (2+ TB per instance) preferredNice to have skills/experience include:* Experience with Percona Server* Experience with one of the major reporting/warehousing database solutions (e.g. BigQuery, RedShift, Vertica, CitusDB) a plus",MySQL Database Architect/Administrator,dice.com,Background / Experience Requirement: * 5+ years of experience in production operations. Small company/startup strongly preferred * Extremely strong MySQL skills; experience in application-driven sh,Sunnyvale, CA
223,Princeton Information Ltd,"Banking client in Getzville, NY is looking for JavaScript Web Programmer Analyst for a long term contract. Description Business/Department Overview The Graphic Communications Department is a full-service support that is a fast-paced, customer-oriented production environment servicing clients within Client. It consists of Print Design and web-based products, distribution solutions and services. Responsibilities:   * Manager is willing to accept candidates that have 1 to 2 years of experience - candidates recently out of University with this experience would be a great fit * The requirements and responsibilities for all aspects of this role include (but are not limited to) the following: * This position requires demonstrated mastery of modern web-development techniques and prior experience working with medium- to large-scale websites under deadline. A list demonstrating a history of web development projects is a must. * The best candidate will have a proven history with website development and an excellent understanding of web standards working in a business environment. A successful candidate must be organized, detail oriented, diplomatic and responsible. Requirements:   Candidate must be tested. Education:   Four-year college degree is a MUST (COMPUTER SCIENCE DEGREE) * Must submit portfolio sample/ link with resumes submissions. Resumes without portfolios will not be considered - THIS IS A MUST! * Excellent communication skills - THIS IS A MUST! - candidate must speak clearly and have excellent communication skills * Must have relevant professional work experience * Must have some experience with client interaction * At least four years' experience hand-coding HTML, XHTML, CSS (Table-less layout) and JavaScript (able to modify existing scripts) FLASH * Actionscript is a plus * Extensive experience working on tight deadlines in fast-paced environments * Extremely detail oriented, self-motivated and disciplined * Experience using Photoshop for image slicing and optimization * Familiar with web standards and cross-platform, cross-browser issues * Experience developing and testing across multiple browsers, platforms Programming, Scripting, & Database Languages: * PHP, JavaScript / JQuery, HTML, CSS, C#, Python, R, SQL / MYSQL as well as the use of several API's including Google / Google analytics, Twitter, Facebook, Yelp, wrike, salesforce, and mandrill. Frameworks:   Codeigniter, laravel, kohana (PHP), flask (python), bootstrap (CSS / JavaScript), and skeleton (CSS) Tools:   Microsoft SQL server management studio, redmine, Adobe Photoshop, and Wordpress Environments:   Experience developing and deploying applications and / or websites in windows, linux, and mac os x environments. Need to submit resume with JavaScript Proveit score Please also note - this is not a graphic designer role - this is a JavaScript programming role We want to see portfolio's to their code. JavaScript is the primary skill and most important Thank you for your interest... For immediate consideration please contact Syed Uddin at syed.uddin@princetoninformation.com or 201-205-2295. For a full listing of our available job openings, please visit our website at www.princetoninformation.com Princeton Information is one of the nation's top five privately-held IT consulting firms, in business since 1985. Princeton Information services a clientele of primarily Fortune 500 companies nationwide. With annual revenues over $120 million, Princeton Information operates across the US from multiple regional offices. Our Commitment to Our Consultants As a privately held company, Princeton Information is solely committed to the success of clients and consultants - not to any shareholders. PI's success is grounded in the relationships we build with our consultants. We seek the best people; provide career path counseling; as well as the most challenging opportunities in business and in IT. As part of its culture of loyalty and commitment to its consultants, Princeton Information is committed to doing all we can to ensure our consultants have the best possible search, placement and work experience possible. Our Services Working with one Princeton Recruiter will gain you access to over 500 open requirements with the top clients in the US across all industries (finance, insurance, pharmaceutical, commercial, telecom, media, manufacturing) nationwide. Our local recruiters have in-depth knowledge of our clients and opportunities. They will work with you to find you the best possible opportunities for you and your career. Our Relationships Our relationships with our clients, as well as our consultants, are critical to our success! We have a robust sales organization that ensures that Princeton has the inside track on what attributes a person needs in order to be successfully placed and engaged at our clients. We know the technical and non-technical skills that our clients are looking for and we ensure that you are educated about the client prior to your interview with them. Princeton is committed to going above and beyond to ensure that each meeting you have with a client is a successful one!",JavaScript Web Programmer Analyst,dice.com,"Access, Adobe, Analyst, API, Applications, Browser, Browsers, Computer, Consulting, Database, Development, Flash, Graphic Designer, HTML, IT, JavaScript, Linux, Manager, Management, MySQL, mysql, PHP, Programmer, Programming, Python, Scripts, SQL, SQL Server, Telecom, Testing, Web, Windows",Getzville, NY
225,SMCI,"Job Description: 3+ years working with PHP 5.3+ on a Linux environment such as RedHat, Centos, or Fedora. 3+ years writing code within an MVC framework, preferably Zend Framework. 5+ years working with relational databases (preferably PostgreSQL), writing complex queries with multiple joins, triggers, and stored procedures. 3+ years experience with HTML, CSS, PHP, Javascript Proficiency with Design Patterns and object-oriented programming including implementation. Experience implementing: o RESTful Web Services and APIso Unit testing, Test Driven Developmento Continuous integrationo Scripting languages such as bash, perl, python Proficiency with GIT version control including per-project branching and mergingSkills Desired Prior biotech or healthcare experience preferred Experience using PostgreSQL AngularJS, JavaScript, and jQuery The Laravel framework The ability to work effectively in collaborative, team based environments A track record of continuous improvementRequired Skills: PHP OOD LAMP MVC MSQL. Don't hesitate! Submit your resume today. SMCI is an EEO employer. All qualified applicants will receive consideration without regard to race, color, religion, sex, pregnancy, national origin, disability, age, genetic information, veteran status, sexual orientation and identity, AIDS/HIV, medical condition, political activities or affiliations, or status as a victim of domestic violence, assault, or stalking. (No third parties, please)(H1 sponsorship currently unavailable)(Local candidates only, please)",Developer - PHP LAMP MVC MSQL OOD,dice.com,PHP LAMP MVC MSQL OOD,San Diego, CA
226,SMCI,"Job Description: Our Burbank Client is looking for a passionate Business Analyst - Healthcare Claims to turn data into information, information into insights and insights into business decisions.The Business Analyst Healthcare Claims will partner with stakeholders across the Claims Department using a variety of large data sources, including healthcare and pharmacy claims while working closely with Claims Management to prioritize, analyze, design, develop, modify and test reports and solutions to support the Funds Claims business.The Business Analyst Healthcare Claims will consult with the business and leverage their industry knowledge and experience as a subject matter expert to work to propose solutions across all related systems (Vitech Claims system, vendor systems, data warehouse, etc.). This is an excellent opportunity for the right candidate to influence the development of innovative solutions in the rapidly growing and changing Healthcare Industry and Multiemployer health plans.Required Skills: SQL; Of ERISA, COBRA, and HIPAA; Health Claims Adjudication, Healthcare and Mental Health Regulations, Health Insurance Eligibility and Pharmacy.. Don't hesitate! Submit your resume today. SMCI is an EEO employer. All qualified applicants will receive consideration without regard to race, color, religion, sex, pregnancy, national origin, disability, age, genetic information, veteran status, sexual orientation and identity, AIDS/HIV, medical condition, political activities or affiliations, or status as a victim of domestic violence, assault, or stalking. (No third parties, please)(H1 sponsorship currently unavailable)(Local candidates only, please)","Systems Analyst - Healthcare Claims, ERISA, COBRA, HIPAA. SQL, SDLC",dice.com,"Healthcare Claims, ERISA, COBRA, HIPAA. SQL, SDLC",Burbank, CA
234,Metropolitan Washington Airports Authority,"JOB SUMMARY:   Please note:   You should review this job description, in particular the knowledge, skills, abilities, and other (KSAOs) requirements listed. Please reply to KSAOs one (1) through (6) only. The rest of the KSAOs will be assessed during the application process.In the application process, you will be asked to relate your experience, training and education to the KSAOs in a narrative format. We would suggest that you prepare your responses off line and paste them into the assessment questionnaire. If the required information is provided in your resume, please direct the reviewer to the specific section of the document where this information can be found.MINIMUM QUALIFICATIONS (MQS): To be rated qualified for this job, an applicant must meet all of the MQs listed below at the time of vacancy announcement closure.1. A Bachelor's Degree in Computer Science, Engineering, Mathematics, or Statistics providing a strong foundation for success in the DUTIES in this job description, or an equivalent combination of education, experience and training that totals four years.2. Three years of progressively responsible experience in reporting and analytics on platforms such as (a) Workday, (b) QlikSense or (c) OBIEE. NOTE:   Education and training beyond what is needed to satisfy MQ 1 above may be substituted for up to one of these three years of experience (MQ 2) on a week-to-week basis provided the education and training provide evidence of the knowledge, skills and abilities required by items 2(a). PREFERRED QUALIFICATIONS:  The qualifications listed below (if any) are preferred and may be considered in the selection process, but are not required to be rated qualified for this job. 1. A Master's Degree in Computer Science, Engineering, Mathematics, Decision Science, or Statistics.2. Experience working with Workday Report Writer, Workday HCM/Financials and Oracle ERP data.3. Familiarity with (a) advanced predictive analytics using R, Spark, (b) big data analytics tools, (c) Informatica. HOW YOU WILL BE EVALUATED:  Once the application process is completed, a review of your resume and supporting documentation will be done to determine if you meet the minimum qualification requirements. There is an Assessment questionnaire(s) that you must complete. Your resume and supporting documentation will then be compared to your responses to the assessment questionnaire(s). If a determination is made that your application does not support your responses, which you provided in the assessment questionnaire, your application will not receive further consideration for this announcement. OTHER INFORMATION:  A background security investigation will be required for all new hires. EOE #DICE",Business Intelligence Developer (IT),dice.com,"Business Intelligence, Developer, ERP, Foundation, Informatica, Oracle, Security, Writer",Arlington, VA
236,"TRIGYN TECHNOLOGIES, INC.","Trigyn's direct financial client has an immediate opening for Java/J2EE Developer in Montreal, Canada.Description:The consultant will be required to have strong hands on experience on Core Java and exposure to BigData technology. The consultant will be also working with global teams to understand and implement complex business use cases. This will require strong communication and interpersonal skills.Skills Required: 6+ years of experience on Java/J2EE-Hands on exposure to Big Data (Hadoop) Perl Scripting Strong Database skills including SQL, procedures and query tuning Service Design Concepts, OO and Functional Development concepts. Strong oral and written communication skills Strong analytical and problem solving skillsSkills Desired: Linux, UNIX, Shell Scripting Object-Oriented Programming Web Services, XML, REST, SOAP, JSON Design Patterns Education Level: Bachelor's Degree.NO THIRD PARTY CANDIDATES PERMITTED.PLEASE RESPOND ONLY IF YOU ARE CURRENTLY ELIGIBLE TO WORK IN CANADA.TRIGYN TECHNOLOGIES, INC. is an EQUAL OPPORTUNITY EMPLOYER and has been in business for 30 years. TRIGYN is an ISO 9001:2008, ISO 27001:2013 (ISMS) and CMMI Level 3 certified company. TRIGYN is an E-Verify* Employer.",Java/J2EE Developer (Big Data / Hadoop),dice.com,See job description,Montreal, QC
241,"TAD PGS, Inc","TAD PGS, INC. is currently seeking a Senior Data Scientist for one of our clients in Columbia, MD. Job Overview: The Senior Data Scientist will work both with the Chief Data Scientist and across business teams to leverage broad foundation of technology and data assets to deliver data science solutions to customers. In this role, you will be responsible for leading a team of data scientists and engineers in the delivery of products and custom solutions, from concept to production delivery and maintenance. Primary Responsibilities: Directly lead data science and engineering team members day to day work, including daily scrums and oversight of work product results and qualityParticipate in roadmap development and priority setting for the data science teamWork with varying teams and clients to define business needs and success criteria, and deliver appropriate scalable solutions.Develop algorithmic solutions to various data science focused challenges that utilize very large data setsGenerate visualizations to communicate complex data science topics to business teams and clientsUtilize established open source technologies when available, develop innovative and proprietary solutions when necessary Basic Hiring Criteria: Masters in statistics, computer science or other data rich field of study; or significant relevant industry experience in machine learning and statistics10+ years' experience creating and implementing machine learning algorithms for predictive, inference, classification, and analytical use cases3 + years' experience overseeing a team of data scientists and engineers Preferred Qualifications: Proven ability to self-start and manage competing priorities by engaging with appropriate stakeholdersExpertise utilizing big data technologies, such as Hadoop, MapReduce and Spark, for both ad hoc analysis and product developmentExpertise with scripting and/or programming languages, such as Python, Scala or JavaExperience with cloud services, such as Amazon Web ServicesExperience with querying relational databases using SQLAbility to collaborate with business and engineering teams, both in and outside of the company, with varying levels of data science and technical know howTAD PGS, INC. specializes in delivering secure, reliable and rapidly implemented workforce solutions to the U.S. Federal marketplace, including U.S. Government agencies and their prime contractors. With more than 50 years of experience, TAD PGS, INC. has earned a reputation for accountability, a value that government agencies and prime contractors both demand and deserve.TAD PGS, INC. sources professionals for the full spectrum of federal positions, from administrative to management, and those contracts requiring extremely niche-oriented technical skills and the highest levels of security clearance.",Senior Data Scientist,dice.com,"TAD PGS, INC. specializes in delivering secure, reliable and rapidly implemented workforce solutions to the U.S. Federal marketplace, including U.S. Government agencies and their prime contractors. Wi",Columbia, MD
245,Mitchell Martin,"Our client, one of the largest financial services firms, is seeking a Data Scientist .   Location : Long Island City, NY Position Type: Contract   - We are searching for a certain kind of person who is excited by the idea of owning; people who like to build new platforms, features and services from scratch and are comfortable managing the ambiguity. - As a member of the Innovation Lab you will have to opportunity to work with a team of highly motivated, T-shaped, smart individuals whose daily job is to think out of the box and look for disruptive opportunities with a commercial benefit. - You will learn about the business and technologies that make the company hum, giving you exposure to new and existing methodologies and systems and the opportunity to work with multiple teams around the globe. - Working within the senior leadership team of the innovation network you will be highly visible across the company . - You will have access to the company’s executive management team and be exposed to newly released and upcoming technologies with the ability to positively contribute to the strategies of the business.   Role responsibilities : - Provide expertise in big data analytics, data mining and regulations surrounding data transport. - Demonstrate high judgment early in the problem analysis phase to assess fit and likelihood of success. - Selecting features, building and optimizing classifiers and predictive models using models, algorithms and approaches appropriate for the problem. - Ability to be effective in all phases for product development from inception to delivery. - Create / contribute to the creation of new innovation project proposals including the socialization with stakeholders, the creation of business cases, cost and revenue projections. - Ability to execute on multiple concurrent initiatives and projects of varying sizes and complexity. - Effective upward and downward communication on all notable progress to all key stakeholders.   Knowledge / Experience : - Master’s Degree in Computer Science, Engineering, Statistics, Math, or related disciplines, with a strong publication record or demonstrable record of delivery. -Self-sufficient with experience in experimental design and early development activities to validate/invalidate ideas. - Capable of analyzing and manipulating data with proficiency in SQL and NoSQL environments. - Solid and proven background and experience with Python, R, C/C++, Java or Scala for large scale data analytics. Not only R or Matlab . - Assesses, with the business, opportunities to enhance the qualification and assurance of the information to strengthen the use case. - At least 2 years’ experience in machine learning at large scale and in production. - At least 2 years’ experience in data analytics, statistical programming, and data mining. - At least 2 years’ experience tackling problems involving Big Data, e.g., using the Apache Spark / Hadoop stack. - Adequate presentation and communication skills to explain results and methodologies to non-technical stakeholders. - Experience in the financial industry and analyzing customer behavioral data is a plus.   Qualifications : - Master’s Degree in Computer Science, Engineering, Statistics, Math, or related disciplines. - A minimum of 5 years’ experience in a similar role (Senior Data Analysis, Data Scientist ….) - Experience working with innovative and emerging technology. - Exceptional candidates who do not meet these criteria may be considered for the role provided they have the necessary skills and experience",Data Scientist,dice.com,"Algorithms, Analysis, Apache, CASE, CSS, Data Analysis, Data Mining, Development, Hadoop, HTML, HTTP, Java, Management, Matlab, NoSQL, Programming, Project, Python, SQL, Use Case",Long Island City, NY
